cemu_hash,w,h,fmt,texconv_fmt,ngrp_file
7bf2a780,64,64,0032,BC2_UNORM,tex1_32x32_8692CA52D3792657_13_mip0.dds
c6d30035,64,64,0031,BC1_UNORM,tex1_64x64_819A0286B276831B_12_mip0.dds
f7959a5f,64,64,0031,BC1_UNORM,tex1_64x64_665F379117EFD6E5_12_mip0.dds
228926f0,64,64,0031,BC1_UNORM,tex1_64x64_66052CB0F22F52EF_12_mip0.dds
bc9b0750,64,64,0031,BC1_UNORM,tex1_64x64_A62FB8E7EA728ECA_12_mip0.dds
f19a1bd4,64,64,0031,BC1_UNORM,tex1_64x64_03E84E5FE13C96EB_12_mip0.dds
67685098,64,64,0031,BC1_UNORM,tex1_64x64_1C8D46E9232ECE36_12_mip0.dds
54f4ecd8,64,64,0031,BC1_UNORM,tex1_64x64_60339775844E6DBF_12_mip0.dds
a4c103fd,64,64,0031,BC1_UNORM,tex1_64x64_64A0FDFD547350EB_12_mip0.dds
bcccc437,64,64,0031,BC1_UNORM,tex1_64x64_6CFFDCE52E6EC9FA_12_mip0.dds
bda5a353,64,64,0031,BC1_UNORM,tex1_64x64_7D0DC4161298D5E5_12_mip0.dds
b170dc54,64,64,0031,BC1_UNORM,tex1_64x64_52AB326A514AB3FA_12_mip0.dds
ba84e4e4,64,64,0031,BC1_UNORM,tex1_64x64_2DC2EF19D5F263D8_12_mip0.dds
59b4a0e5,64,64,0031,BC1_UNORM,tex1_64x64_C0A2F5999E3DF6BC_12_mip0.dds
c2dec3b6,64,64,0031,BC1_UNORM,tex1_64x64_24DCB68B1EC3B078_12_mip0.dds
7d325be7,64,64,0031,BC1_UNORM,tex1_64x64_35D237C30EBCD34E_12_mip0.dds
c6d30035,64,64,0031,BC1_UNORM,tex1_64x64_819A0286B276831B_12_mip0.dds
f7959a5f,64,64,0031,BC1_UNORM,tex1_64x64_665F379117EFD6E5_12_mip0.dds
228926f0,64,64,0031,BC1_UNORM,tex1_64x64_66052CB0F22F52EF_12_mip0.dds
bc9b0750,64,64,0031,BC1_UNORM,tex1_64x64_A62FB8E7EA728ECA_12_mip0.dds
f19a1bd4,64,64,0031,BC1_UNORM,tex1_64x64_03E84E5FE13C96EB_12_mip0.dds
67685098,64,64,0031,BC1_UNORM,tex1_64x64_1C8D46E9232ECE36_12_mip0.dds
54f4ecd8,64,64,0031,BC1_UNORM,tex1_64x64_60339775844E6DBF_12_mip0.dds
a4c103fd,64,64,0031,BC1_UNORM,tex1_64x64_64A0FDFD547350EB_12_mip0.dds
bcccc437,64,64,0031,BC1_UNORM,tex1_64x64_6CFFDCE52E6EC9FA_12_mip0.dds
bda5a353,64,64,0031,BC1_UNORM,tex1_64x64_7D0DC4161298D5E5_12_mip0.dds
b170dc54,64,64,0031,BC1_UNORM,tex1_64x64_52AB326A514AB3FA_12_mip0.dds
ba84e4e4,64,64,0031,BC1_UNORM,tex1_64x64_2DC2EF19D5F263D8_12_mip0.dds
59b4a0e5,64,64,0031,BC1_UNORM,tex1_64x64_C0A2F5999E3DF6BC_12_mip0.dds
c2dec3b6,64,64,0031,BC1_UNORM,tex1_64x64_24DCB68B1EC3B078_12_mip0.dds
7d325be7,64,64,0031,BC1_UNORM,tex1_64x64_35D237C30EBCD34E_12_mip0.dds
617be811,256,256,0031,BC1_UNORM,tex1_128x128_D6EEEFD482455875_12_mip0.dds
fe9ed8a9,128,128,0031,BC1_UNORM,tex1_64x64_D747F177E957CFFA_12_mip0.dds
3f819a7d,256,128,0031,BC1_UNORM,tex1_128x64_080FF54BF3E7B398_12_mip0.dds
a3d28212,256,128,0031,BC1_UNORM,tex1_128x64_14E95F2A031C5307_12_mip0.dds
44c7f6fb,256,256,0031,BC1_UNORM,tex1_128x128_94FE17D71BC36F6E_12_mip0.dds
5ec1347d,256,256,0031,BC1_UNORM,tex1_128x128_F3218E92556C57EF_12_mip0.dds
0e7ef781,64,64,0032,BC2_UNORM,tex1_32x32_B595DDA74F54E7E4_13_mip0.dds
25675dc6,512,512,0031,BC1_UNORM,tex1_128x128_A41906B3CC52D9A4_12_mip0.dds
35d44215,512,512,0031,BC1_UNORM,tex1_128x128_C2A36FF802F055B8_12_mip0.dds
16a6d44a,512,512,0031,BC1_UNORM,tex1_128x128_580CEF31246A1DF1_12_mip0.dds
f4a69d73,512,512,0031,BC1_UNORM,tex1_256x256_C6F7900C15109AC1_12_mip0.dds
88620366,512,512,0031,BC1_UNORM,tex1_256x256_2DA4B085E6898325_12_mip0.dds
d7b7bca3,512,512,0031,BC1_UNORM,tex1_128x128_1A19A57A0B1AD18D_12_mip0.dds
c6d30035,64,64,0031,BC1_UNORM,tex1_64x64_819A0286B276831B_12_mip0.dds
d6fc6061,256,256,0031,BC1_UNORM,tex1_128x128_97BDC489C3B24441_12_mip0.dds
651250bd,64,64,0031,BC1_UNORM,tex1_32x32_7CC79EABFC073B22_12_mip0.dds
abf0ef2a,512,512,0031,BC1_UNORM,tex1_128x128_212BAF561889554C_12_mip0.dds
fadb6d19,32,32,0032,BC2_UNORM,tex1_32x32_9625EBB9870CADE9_13_mip0.dds
269b7420,64,64,0032,BC2_UNORM,tex1_32x32_DBA6797C0D904DC9_13_mip0.dds
d68546b6,32,32,0031,BC1_UNORM,tex1_32x32_4DB3E7028617BA6B_12_mip0.dds
f18f2843,256,256,0031,BC1_UNORM,tex1_256x256_00B76291916B160C_12_mip0.dds
23391ccc,256,128,0031,BC1_UNORM,tex1_256x128_467D81B66DFE1865_12_mip0.dds
7d89d261,256,128,0031,BC1_UNORM,tex1_256x128_9B826C6CA811CE5E_12_mip0.dds
f49378b0,256,128,0031,BC1_UNORM,tex1_256x128_81A0471B4F7B0C66_12_mip0.dds
b45a6577,512,256,0031,BC1_UNORM,tex1_128x64_15B69BB54C9B3F1F_12_mip0.dds
f6135cc9,512,512,0031,BC1_UNORM,tex1_128x128_7B45462B6AEFD521_12_mip0.dds
b6974413,32,32,0032,BC2_UNORM,tex1_32x32_6A959A6B8F348949_13_mip0.dds
a030fe3a,256,256,0031,BC1_UNORM,tex1_128x128_8973FEF22F2FD46A_12_mip0.dds
093154b6,512,512,0031,BC1_UNORM,tex1_128x128_DA1002D08F31D7A8_12_mip0.dds
cce1fa21,512,512,0031,BC1_UNORM,tex1_128x128_971AF81447172343_12_mip0.dds
9a9d4b20,256,64,0032,BC2_UNORM,tex1_64x16_24062419BFCCE3F8_13_mip0.dds
ee4655d8,128,256,0032,BC2_UNORM,tex1_32x64_D931E64BC15CEE13_13_mip0.dds
08b1bd55,256,512,0032,BC2_UNORM,tex1_64x128_4BC0CE508C6A1F5F_13_mip0.dds
5d04170e,64,64,0032,BC2_UNORM,tex1_32x32_228E924DFE758647_13_mip0.dds
42eae5e3,256,256,0032,BC2_UNORM,tex1_128x128_757246960255F32C_13_mip0.dds
5237b7f8,32,32,0032,BC2_UNORM,tex1_16x16_27FD59BFF35E3F9B_13_mip0.dds
b3b6b58f,64,64,0031,BC1_UNORM,tex1_32x32_A82C0A18E36EC1A1_13_mip0.dds
c6476f55,32,32,0032,BC2_UNORM,tex1_16x16_FEBC715AB9B0330C_13_mip0.dds
23324130,256,256,0031,BC1_UNORM,tex1_128x128_3D1EC5AEECEF3595_13_mip0.dds
d90cea7b,256,128,0031,BC1_UNORM,tex1_128x64_3A16A7DA2341FF6B_13_mip0.dds
a96645d3,256,256,0032,BC2_UNORM,tex1_128x128_1290591FE12937BB_13_mip0.dds
7f5aec39,256,256,0031,BC1_UNORM,tex1_128x128_46DD16FA2505A767_13_mip0.dds
5b8c5cde,256,256,0032,BC2_UNORM,tex1_128x128_E250BAD09047ABCE_13_mip0.dds
a96645d3,256,256,0032,BC2_UNORM,tex1_128x128_1290591FE12937BB_13_mip0.dds
9228a5fd,512,512,0031,BC1_UNORM,tex1_128x128_2B2778744BAFE7BA_12_mip0.dds
875b7707,512,512,0031,BC1_UNORM,tex1_128x128_2B4063A966B8ED09_12_mip0.dds
cea88400,512,512,0031,BC1_UNORM,tex1_128x128_71C69E104147C604_12_mip0.dds
0368802e,512,512,0031,BC1_UNORM,tex1_128x128_C6D97DD5777C9243_12_mip0.dds
7cd8f81b,128,512,0031,BC1_UNORM,tex1_32x128_5AD32618513D4A99_12_mip0.dds
db7f1643,128,512,0032,BC2_UNORM,tex1_32x128_BC03AB1B86B9954A_13_mip0.dds
9201b766,256,256,0032,BC2_UNORM,tex1_128x128_CE77C47A7BDEC377_13_mip0.dds
269b7420,64,64,0032,BC2_UNORM,tex1_32x32_DBA6797C0D904DC9_13_mip0.dds
4e32ad84,256,128,0031,BC1_UNORM,tex1_128x64_29624D781344F94E_13_mip0.dds
aeeb867b,512,512,0031,BC1_UNORM,tex1_128x128_C00765B5B2AFF862_12_mip0.dds
25798902,512,512,0031,BC1_UNORM,tex1_128x128_94AD13A9FF47D324_12_mip0.dds
f3337649,512,256,0031,BC1_UNORM,tex1_128x64_8498E0C0EA948E7A_12_mip0.dds
5474c97b,512,256,0031,BC1_UNORM,tex1_128x64_06D5B077CCFC2125_12_mip0.dds
15e5be9e,512,256,0031,BC1_UNORM,tex1_128x64_87B9541BD02B9276_12_mip0.dds
bb93e6d2,512,512,0031,BC1_UNORM,tex1_128x128_DC9A25CCC4838510_12_mip0.dds
6eadb33d,128,128,0032,BC2_UNORM,tex1_64x64_D08F971F7BCE3F7A_13_mip0.dds
7722bad8,128,64,0032,BC2_UNORM,tex1_64x32_6332993C495FE8DB_13_mip0.dds
f3e38297,256,256,0031,BC1_UNORM,tex1_128x128_5D98F3951239CCE5_13_mip0.dds
700d6435,128,128,0032,BC2_UNORM,tex1_64x64_52361BEE0417CA03_13_mip0.dds
5f0e129a,32,32,0032,BC2_UNORM,tex1_16x16_ED4029447DA79A7B_13_mip0.dds
42eae5e3,256,256,0032,BC2_UNORM,tex1_128x128_757246960255F32C_13_mip0.dds
c7f3d80a,64,64,0031,BC1_UNORM,tex1_32x32_A65440988E11CBC3_12_mip0.dds
5be8a17e,128,128,0032,BC2_UNORM,tex1_64x64_4BA7B4448877D789_13_mip0.dds
d07922c4,32,32,0032,BC2_UNORM,tex1_16x16_C618DDED212A20C9_13_mip0.dds
3f764ee7,64,32,0032,BC2_UNORM,tex1_32x16_1DD2B3B62026694F_13_mip0.dds
751268c1,32,32,0032,BC2_UNORM,tex1_16x16_1CF741815916C46F_13_mip0.dds
3cb3db8c,256,256,0031,BC1_UNORM,tex1_128x128_2DD365679A1CCA5D_12_mip0.dds
6ae0653e,512,512,0031,BC1_UNORM,tex1_128x128_F1773B54472E50B8_12_mip0.dds
58fd7782,512,512,0031,BC1_UNORM,tex1_128x128_E6D6517CDCB38C7A_12_mip0.dds
7ac2e342,512,512,0031,BC1_UNORM,tex1_128x128_2C480F03818267A2_12_mip0.dds
ebf8231b,512,512,0031,BC1_UNORM,tex1_128x128_707F7AC3D9CD7B92_12_mip0.dds
e741b2a1,512,512,0031,BC1_UNORM,tex1_128x128_8404B8208496CB7B_12_mip0.dds
0be176bc,256,256,0032,BC2_UNORM,tex1_128x128_9B86F1C4FE13B420_13_mip0.dds
0550ebc4,256,256,0032,BC2_UNORM,tex1_128x128_7943A16D33893D4D_13_mip0.dds
fd2aa1e0,512,256,0031,BC1_UNORM,tex1_128x64_779BB2F7A5AFF703_12_mip0.dds
44ec767d,512,256,0031,BC1_UNORM,tex1_128x64_7F03225F5CC60FC8_12_mip0.dds
ec152c3e,128,128,0031,BC1_UNORM,tex1_64x64_B3F3BDDEA9D8CA4F_12_mip0.dds
3cb3db8c,256,256,0031,BC1_UNORM,tex1_128x128_2DD365679A1CCA5D_12_mip0.dds
9d46f23f,256,256,0032,BC2_UNORM,tex1_128x128_0D1E5793D540A6A5_13_mip0.dds
4dde3d80,256,256,0031,BC1_UNORM,tex1_128x128_164CA25FC1057A64_12_mip0.dds
d3c590e3,512,512,0031,BC1_UNORM,tex1_128x128_DF09B468038A48B9_12_mip0.dds
58fd7782,512,512,0031,BC1_UNORM,tex1_128x128_E6D6517CDCB38C7A_12_mip0.dds
1ce830e0,512,512,0031,BC1_UNORM,tex1_128x128_4C3D8D1E55F8C3FF_12_mip0.dds
327a02f4,512,512,0031,BC1_UNORM,tex1_128x128_5BFA0C429DF4110A_12_mip0.dds
5e924da4,512,512,0031,BC1_UNORM,tex1_128x128_4949F21F6C9B6B0D_12_mip0.dds
3c9e9905,512,512,0031,BC1_UNORM,tex1_128x128_242368966E8756E9_12_mip0.dds
82acbde1,512,512,0031,BC1_UNORM,tex1_128x128_58C2344211CF2226_12_mip0.dds
89756230,512,512,0031,BC1_UNORM,tex1_128x128_FE7F1FFCCD3B4563_12_mip0.dds
6194e7a3,512,128,0031,BC1_UNORM,tex1_256x64_EBF6727ADC9E64D2_12_mip0.dds
ff5b1704,256,128,0031,BC1_UNORM,tex1_128x64_DBDE2EB950952496_12_mip0.dds
e2324a7a,256,128,0032,BC2_UNORM,tex1_128x64_0CB56FA439F33E65_13_mip0.dds
357df3f0,128,128,0032,BC2_UNORM,tex1_64x64_8034495B81837EE6_13_mip0.dds
f70e8588,256,256,0031,BC1_UNORM,tex1_64x64_7392F01164FE252D_12_mip0.dds
0be176bc,256,256,0032,BC2_UNORM,tex1_128x128_9B86F1C4FE13B420_13_mip0.dds
0550ebc4,256,256,0032,BC2_UNORM,tex1_128x128_7943A16D33893D4D_13_mip0.dds
fadb6d19,32,32,0032,BC2_UNORM,tex1_32x32_9625EBB9870CADE9_13_mip0.dds
d68546b6,32,32,0031,BC1_UNORM,tex1_32x32_4DB3E7028617BA6B_12_mip0.dds
d9d92b35,256,256,0031,BC1_UNORM,tex1_128x128_1B5F1F7EA93376BF_12_mip0.dds
7e923009,256,128,0031,BC1_UNORM,tex1_128x64_3C3A97B879C75D11_12_mip0.dds
0298efa7,128,64,0031,BC1_UNORM,tex1_128x64_8EFA123E3A07D4C5_13_mip0.dds
23391ccc,256,128,0031,BC1_UNORM,tex1_128x64_490BC8FFA1C1F4D9_12_mip0.dds
ca41f330,256,256,0031,BC1_UNORM,tex1_128x128_2349BBCACF14793A_12_mip0.dds
442b1ecc,64,64,0032,BC2_UNORM,tex1_32x32_595A23BC86651E5A_13_mip0.dds
da22a1c6,128,128,0031,BC1_UNORM,tex1_64x64_E98CAF02EE6870F0_12_mip0.dds
7d9149f7,128,128,0032,BC2_UNORM,tex1_64x64_EC2EA428404AC64E_13_mip0.dds
7059acd6,256,256,0032,BC2_UNORM,tex1_128x128_629B3995E0D9800F_13_mip0.dds
bf8a8e89,128,128,0031,BC1_UNORM,tex1_64x64_EA16BFE21A490B52_12_mip0.dds
c8b37d95,64,64,0031,BC1_UNORM,tex1_32x32_E7D079A371740BF3_12_mip0.dds
7059acd6,256,256,0032,BC2_UNORM,tex1_128x128_629B3995E0D9800F_13_mip0.dds
2f67387a,256,256,0031,BC1_UNORM,tex1_128x128_8CF77416D7262042_12_mip0.dds
9accf9cd,128,128,0031,BC1_UNORM,tex1_64x64_43723475A3F47946_12_mip0.dds
44ec767d,512,256,0031,BC1_UNORM,tex1_128x64_A8FDD49D02498A60_12_mip0.dds
766bcb58,128,128,0031,BC1_UNORM,tex1_64x64_1FB7484AA5E8D8D5_12_mip0.dds
15cb86d3,512,512,0031,BC1_UNORM,tex1_128x128_B80673BEDCA6AF53_12_mip0.dds
6fe2cb7f,512,512,0031,BC1_UNORM,tex1_128x128_EF2FFDEBAACE6861_12_mip0.dds
301220ee,512,512,0031,BC1_UNORM,tex1_128x128_7A013E62CDAB2C14_12_mip0.dds
5676e903,512,512,0032,BC2_UNORM,tex1_128x128_02085BC62FFB6F1A_13_mip0.dds
99512d27,256,256,0031,BC1_UNORM,tex1_128x128_ABA32DEAB5D950A5_12_mip0.dds
e3451f2b,256,128,0031,BC1_UNORM,tex1_128x64_6656AF24A717FCD6_12_mip0.dds
fb799938,512,512,0031,BC1_UNORM,tex1_128x128_36626AA3893BCB5A_12_mip0.dds
bf4a6d26,512,512,0031,BC1_UNORM,tex1_128x128_E45FE72950570B07_12_mip0.dds
eefdc1ea,256,256,0031,BC1_UNORM,tex1_128x128_9614B97B3702A0CD_12_mip0.dds
0ffaf791,128,128,0032,BC2_UNORM,tex1_64x64_0FE16CD866C8EC84_13_mip0.dds
89f1659b,512,512,0032,BC2_UNORM,tex1_128x128_3A17266561803A9E_13_mip0.dds
c3e140f1,256,128,0032,BC2_UNORM,tex1_128x64_298B16E742BBF14B_13_mip0.dds
51f59018,256,64,0032,BC2_UNORM,tex1_128x32_2AF0D8581943F248_13_mip0.dds
da1b6b1f,32,32,0032,BC2_UNORM,tex1_32x32_9625EBB9870CADE9_13_mip0.dds
4e64a8c9,256,256,001a,R8G8B8A8_UNORM,tex1_64x64_26EC1AB4787FB979_5_mip0.dds
5abba190,512,512,0031,BC1_UNORM,tex1_128x128_75C150F67B5E280F_12_mip0.dds
d68546b6,32,32,0031,BC1_UNORM,tex1_32x32_4DB3E7028617BA6B_12_mip0.dds
f18f2843,256,256,0031,BC1_UNORM,tex1_128x128_F9CCA939E38B25B7_12_mip0.dds
23391ccc,256,128,0031,BC1_UNORM,tex1_128x64_490BC8FFA1C1F4D9_12_mip0.dds
7d89d261,256,128,0031,BC1_UNORM,tex1_128x64_4B4B9C794A0BDBB1_12_mip0.dds
6427447d,256,128,0031,BC1_UNORM,tex1_128x64_503F4FB98080D77C_12_mip0.dds
0bccc6b6,128,128,0032,BC2_UNORM,tex1_64x64_CD00DD7E6896FFCC_13_mip0.dds
48aa5787,64,64,0032,BC2_UNORM,tex1_32x32_6A959A6B8F348949_13_mip0.dds
a030fe3a,256,256,0031,BC1_UNORM,tex1_128x128_0C321D5FC9356B65_12_mip0.dds
5671a656,512,256,0031,BC1_UNORM,tex1_128x64_B2B6E60848982DDD_12_mip0.dds
0aa00d5e,256,256,0031,BC1_UNORM,tex1_128x128_A40D8C915CBCFBF8_12_mip0.dds
42eae5e3,256,256,0032,BC2_UNORM,tex1_128x128_757246960255F32C_13_mip0.dds
98cfd4d5,32,32,0032,BC2_UNORM,tex1_16x16_71F1E8798F54829A_13_mip0.dds
a76ffb1a,32,32,0032,BC2_UNORM,tex1_16x16_55D3E738EC8F6153_12_mip0.dds
a76ffb1a,32,32,0032,BC2_UNORM,tex1_16x16_55D3E738EC8F6153_12_mip0.dds
1fb97a4b,32,32,0032,BC2_UNORM,tex1_16x16_97265637D5DDC7F4_13_mip0.dds
751268c1,32,32,0032,BC2_UNORM,tex1_16x16_A17912207CF0C1AD_13_mip0.dds
91125ddd,32,32,0032,BC2_UNORM,tex1_16x16_974CA2A2E3F48EFE_13_mip0.dds
a811c705,256,256,0031,BC1_UNORM,tex1_128x128_54E77EA2CC6ED295_13_mip0.dds
f8c7bd7c,128,128,0032,BC2_UNORM,tex1_64x64_3F258EF1BF1FA610_13_mip0.dds
431b281f,128,256,0031,BC1_UNORM,tex1_64x128_1F3EF189425F84F1_13_mip0.dds
dd3c91f2,128,128,0031,BC1_UNORM,tex1_64x64_A7CBAA51C1189994_13_mip0.dds
8a0028a4,128,128,0031,BC1_UNORM,tex1_64x64_392F1AB5A73CD2B5_13_mip0.dds
20ba65bc,512,512,0031,BC1_UNORM,tex1_128x128_0AC112D9D6F8B967_13_mip0.dds
a6bca81c,512,512,0031,BC1_UNORM,tex1_128x128_4B5FCE01C1C12856_13_mip0.dds
5b3a99e1,256,256,0031,BC1_UNORM,tex1_128x128_27BC57351D8FF0D9_13_mip0.dds
b4eb59b5,512,512,0031,BC1_UNORM,tex1_128x128_BCA3D7240761C86D_13_mip0.dds
88e58cda,128,128,0031,BC1_UNORM,tex1_64x64_FEC23CD5C4E67E8B_13_mip0.dds
36f7d065,128,128,0031,BC1_UNORM,tex1_64x64_75F4C320A1B70FDE_13_mip0.dds
d2c9211c,128,128,0031,BC1_UNORM,tex1_64x64_51CCF495E9399D7F_13_mip0.dds
1fe54b9c,512,512,0031,BC1_UNORM,tex1_128x128_820CA876990711D9_13_mip0.dds
06cea76f,512,512,0031,BC1_UNORM,tex1_128x128_C7B30C3A7107D936_13_mip0.dds
ac4a92c2,512,512,0031,BC1_UNORM,tex1_128x128_D7FE2969A9C69C62_12_mip0.dds
839a9045,512,512,0031,BC1_UNORM,tex1_128x128_8C67BF86E105EF28_13_mip0.dds
1a0001c7,256,256,0032,BC2_UNORM,tex1_128x128_EF08FE7401195073_13_mip0.dds
f6bfd97f,128,128,0031,BC1_UNORM,tex1_64x64_0F919DCAD2714675_13_mip0.dds
ac78e2fc,256,256,0031,BC1_UNORM,tex1_128x128_9362127A0C6B1D0A_13_mip0.dds
4a52295a,128,128,0032,BC2_UNORM,tex1_64x64_AEDAC750A14DBD17_13_mip0.dds
e9ddb631,256,256,0032,BC2_UNORM,tex1_128x128_7F503AE4C3501007_13_mip0.dds
e63afb43,256,256,0032,BC2_UNORM,tex1_128x128_FB7B13431C3B0331_13_mip0.dds
25e25d77,512,512,0031,BC1_UNORM,tex1_128x128_181AE4F424713BFA_13_mip0.dds
f1cfd6dd,128,256,0032,BC2_UNORM,tex1_64x128_F2AF730A6AC40559_13_mip0.dds
e45d0092,256,256,0032,BC2_UNORM,tex1_128x128_201B464DB30A6CEF_13_mip0.dds
860b84fe,256,256,0032,BC2_UNORM,tex1_128x128_1652C2D7736A4032_13_mip0.dds
c27d04c7,512,512,0031,BC1_UNORM,tex1_128x128_26FC2F51732E660D_13_mip0.dds
4b7c5543,512,512,0031,BC1_UNORM,tex1_128x128_4E6B40E947F4231E_13_mip0.dds
23391ccc,256,128,0031,BC1_UNORM,tex1_128x64_490BC8FFA1C1F4D9_12_mip0.dds
3a390d87,128,128,0031,BC1_UNORM,tex1_64x64_FDE1096FF36B9408_13_mip0.dds
d3655a37,128,128,0031,BC1_UNORM,tex1_64x64_E9A40FA83B5DCEED_13_mip0.dds
801dac84,128,128,0031,BC1_UNORM,tex1_64x64_3B8129B62717A95D_13_mip0.dds
ea6f9b3b,512,512,0031,BC1_UNORM,tex1_128x128_865E5866B31D5302_13_mip0.dds
f90ed2e7,256,128,0032,BC2_UNORM,tex1_128x64_AB86B85A8CE332F6_13_mip0.dds
b5f67f78,64,128,0032,BC2_UNORM,tex1_32x64_98286A72087EA7F4_13_mip0.dds
ee4655d8,128,256,0032,BC2_UNORM,tex1_64x128_B9DF5CCB7D60F5B8_13_mip0.dds
40b17d86,256,256,0032,BC2_UNORM,tex1_64x64_7436379F9865633A_13_mip0.dds
ae1ddc1f,256,256,0031,BC1_UNORM,tex1_128x128_CAA06D1D397EB5D3_13_mip0.dds
89d28833,128,128,0032,BC2_UNORM,tex1_64x64_7AFAB9E4153716C2_13_mip0.dds
5f0e129a,32,32,0032,BC2_UNORM,tex1_16x16_ED4029447DA79A7B_13_mip0.dds
b2db87b9,128,128,0032,BC2_UNORM,tex1_64x64_6D784D6110B84F3C_13_mip0.dds
bf2da81f,64,64,0031,BC1_UNORM,tex1_32x32_0D2AEEACD71FE647_12_mip0.dds
1fb97a4b,32,32,0032,BC2_UNORM,tex1_16x16_97265637D5DDC7F4_13_mip0.dds
5240a1e1,32,32,0032,BC2_UNORM,tex1_16x16_34985A4D1E70B23B_13_mip0.dds
de60681c,64,64,0032,BC2_UNORM,tex1_32x32_5D989080A75AEF70_13_mip0.dds
d646f253,256,256,0031,BC1_UNORM,tex1_128x128_3BC98D8DD53D8049_12_mip0.dds
6404dc95,64,64,0032,BC2_UNORM,tex1_32x32_8C347137A113BA3B_13_mip0.dds
7bf2a780,64,64,0032,BC2_UNORM,tex1_32x32_8692CA52D3792657_13_mip0.dds
555fcab8,256,256,0031,BC1_UNORM,tex1_128x128_6E7C5D9493E47C4A_12_mip0.dds
35866a2e,512,512,0031,BC1_UNORM,tex1_128x128_CB711F198C8D993F_13_mip0.dds
061e7499,256,256,0031,BC1_UNORM,tex1_128x128_E4466D9081875A7B_12_mip0.dds
305f9200,256,256,0031,BC1_UNORM,tex1_128x128_B782D682DE51BB5C_12_mip0.dds
3f819a7d,256,128,0031,BC1_UNORM,tex1_128x64_711AB2E9002E1C85_12_mip0.dds
a3d28212,256,128,0031,BC1_UNORM,tex1_128x64_7F03225F5CC60FC8_12_mip0.dds
0e7ef781,64,64,0032,BC2_UNORM,tex1_64x64_D51543C4030C4F8D_13_mip0.dds
c9edb54e,64,64,0031,BC1_UNORM,tex1_32x32_6B7FE676FCB4B89F_12_mip0.dds
555fcab8,256,256,0031,BC1_UNORM,tex1_128x128_6E7C5D9493E47C4A_12_mip0.dds
87e586fe,256,256,0031,BC1_UNORM,tex1_128x128_395D2315485C7684_12_mip0.dds
18d304fd,256,256,0031,BC1_UNORM,tex1_128x128_25A57A52E5D4583C_12_mip0.dds
0156d1f1,256,256,0031,BC1_UNORM,tex1_128x128_C20CEAD0DBC933C0_12_mip0.dds
f5adf77a,64,64,0032,BC2_UNORM,tex1_64x64_B5170C8DF86BA2DE_12_mip0.dds
8df3f77f,128,128,0031,BC1_UNORM,tex1_64x64_A954D04EA6813552_12_mip0.dds
b9bf3171,256,256,0031,BC1_UNORM,tex1_128x128_08F53107C13DDAE2_12_mip0.dds
4457b73d,512,512,0031,BC1_UNORM,tex1_128x128_3163694097CDA92A_12_mip0.dds
324c6168,512,512,0031,BC1_UNORM,tex1_128x128_C943E0ACDDFF8247_13_mip0.dds
10a4adc3,512,512,0031,BC1_UNORM,tex1_128x128_C90C62F6EE021560_12_mip0.dds
35866a2e,512,512,0031,BC1_UNORM,tex1_128x128_CB711F198C8D993F_13_mip0.dds
061e7499,256,256,0031,BC1_UNORM,tex1_128x128_E4466D9081875A7B_12_mip0.dds
4711e833,512,512,0031,BC1_UNORM,tex1_128x128_23050DBF5D7048DE_12_mip0.dds
cd6e9d32,512,512,0031,BC1_UNORM,tex1_128x128_726258811DB97DD0_12_mip0.dds
214fc6be,256,256,0031,BC1_UNORM,tex1_128x128_16F0DE3BD51BF7F8_12_mip0.dds
6a12685c,256,128,0031,BC1_UNORM,tex1_128x64_C29A755E747DF926_12_mip0.dds
ebf5d470,256,256,0032,BC2_UNORM,tex1_64x64_F34976CF1A7D378E_13_mip0.dds
6b01f38a,256,256,0032,BC2_UNORM,tex1_128x128_54F5C88A7A39C6C4_13_mip0.dds
357df3f0,128,128,0032,BC2_UNORM,tex1_64x64_E006D1E753BCE564_13_mip0.dds
bb1f1269,128,128,0032,BC2_UNORM,tex1_128x128_52E6313E0BDE975F_13_mip0.dds
2cc9a597,128,128,0032,BC2_UNORM,tex1_64x64_12AFADAD9E1EA5BA_13_mip0.dds
305f9200,256,256,0031,BC1_UNORM,tex1_128x128_B782D682DE51BB5C_12_mip0.dds
7cf41b39,256,256,0032,BC2_UNORM,tex1_128x128_65CB5E302A5B9C02_13_mip0.dds
c6d30035,64,64,0031,BC1_UNORM,tex1_64x64_819A0286B276831B_12_mip0.dds
f7959a5f,64,64,0031,BC1_UNORM,tex1_64x64_665F379117EFD6E5_12_mip0.dds
228926f0,64,64,0031,BC1_UNORM,tex1_64x64_66052CB0F22F52EF_12_mip0.dds
bc9b0750,64,64,0031,BC1_UNORM,tex1_64x64_A62FB8E7EA728ECA_12_mip0.dds
f19a1bd4,64,64,0031,BC1_UNORM,tex1_64x64_03E84E5FE13C96EB_12_mip0.dds
67685098,64,64,0031,BC1_UNORM,tex1_64x64_1C8D46E9232ECE36_12_mip0.dds
54f4ecd8,64,64,0031,BC1_UNORM,tex1_64x64_60339775844E6DBF_12_mip0.dds
a4c103fd,64,64,0031,BC1_UNORM,tex1_64x64_64A0FDFD547350EB_12_mip0.dds
bcccc437,64,64,0031,BC1_UNORM,tex1_64x64_6CFFDCE52E6EC9FA_12_mip0.dds
bda5a353,64,64,0031,BC1_UNORM,tex1_64x64_7D0DC4161298D5E5_12_mip0.dds
